dob,firstName,height,id,lastName,nickname,positionGroupType
1997-10-06,Kasper,187.0,4053,Dolberg,Kasper Dolberg,F
1995-07-26,Pierre,180.0,13873,Kunde,Pierre Kunde,M
1996-01-26,Hee-chan,177.0,4915,Hwang,Hee-chan Hwang,F
1994-01-15,Eric,188.0,74,Dier,Eric Dier,D
1996-03-08,Daniel-Kofi,179.0,9980,Kyereh,Daniel-Kofi Kyereh,M
1997-02-14,Breel,187.0,4717,Embolo,Breel Embolo,F
1996-05-04,Abdou,187.0,3848,Diallo,Abdou Diallo,D
1994-05-27,João,182.0,17,Cancelo,João Cancelo,D
1995-07-19,Manuel,188.0,4661,Akanji,Manuel Akanji,D
2002-01-18,Karim,180.0,8112,Adeyemi,Karim Adeyemi,F
1988-12-17,Yann,183.0,4691,Sommer,Yann Sommer,GK
1995-08-16,Josip,173.0,13858,Juranovic,Josip Juranovic,D
1997-11-14,Noussair,183.0,8027,Mazraoui,Noussair Mazraoui,D
1996-12-13,Aissa,181.0,14022,Laidouni,Aissa Laidouni,M
1993-07-28,Harry,188.0,1,Kane,Harry Kane,CF
1996-02-14,Lucas,184.0,4607,Hernández,Lucas Hernández,D
1996-11-20,Denis,190.0,4703,Zakaria,Denis Zakaria,M
1986-03-27,Manuel,193.0,4602,Neuer,Manuel Neuer,GK
1993-03-29,Thorgan,175.0,4684,Hazard,Thorgan Hazard,F
1989-03-23,Eric Maxim,191.0,4626,Choupo-Moting,Eric Maxim Choupo-Moting,F
1995-07-01,Krzysztof,183.0,4851,Piatek,Krzysztof Piatek,F
1994-11-10,Takuma,173.0,2099,Asano,Takuma Asano,F
2002-01-23,Josko,185.0,4892,Gvardiol,Josko Gvardiol,D
1995-01-01,Sardar,186.0,7441,Azmoun,Sardar Azmoun,F
1990-07-08,Kevin,189.0,4718,Trapp,Kevin Trapp,GK
2001-12-11,Armel,190.0,4630,Bella-Kotchap,Armel Bella-Kotchap,D
1993-02-09,Wataru,178.0,4928,Endo,Wataru Endo,M
1994-06-15,Yussuf,192.0,4913,Poulsen,Yussuf Poulsen,F
2002-06-05,Jakub,179.0,9939,Kaminski,Jakub Kaminski,F
1990-03-09,Daley,180.0,8026,Blind,Daley Blind,D
1996-06-03,Lukas,189.0,4897,Klostermann,Lukas Klostermann,D
1998-04-22,David,180.0,4868,Raum,David Raum,D
1993-02-28,Christian,184.0,4785,Günter,Christian Günter,D
1998-12-05,Randal Kolo,187.0,4194,Muani,Randal Kolo Muani,F
1997-10-06,Kasper,187.0,4053,Dolberg,Kasper Dolberg,F
1995-02-06,Leon,189.0,4618,Goretzka,Leon Goretzka,M
1996-03-28,Benjamin,186.0,4613,Pavard,Benjamin Pavard,D
1993-12-22,Raphaël,170.0,4666,Guerreiro,Raphaël Guerreiro,D
1994-01-19,Matthias,191.0,4694,Ginter,Matthias Ginter,D
1992-08-07,Wout,197.0,5009,Weghorst,Wout Weghorst,F
1999-02-07,Jonas,190.0,7580,Wind,Jonas Wind,F
1998-06-04,Robert,182.0,4557,Gumny,Robert Gumny,D
1997-05-14,Kristijan,181.0,6029,Jakic,Kristijan Jakic,M
1995-09-26,Milos,188.0,9947,Veljkovic,Milos Veljkovic,D
2000-02-16,Lois,177.0,9806,Openda,Lois Openda,F
1989-09-13,Thomas,185.0,4624,Müller,Thomas Müller,F
1998-01-17,Lovro,178.0,5968,Majer,Lovro Majer,M
2001-10-16,William,187.0,13938,Pacho,William Pacho,D
1995-09-03,Niklas,195.0,4608,Süle,Niklas Süle,D
1996-01-11,Leroy,183.0,26,Sané,Leroy Sané,F
1991-11-03,Renato,170.0,5006,Steffen,Renato Steffen,F
1997-12-06,Gregor,194.0,4656,Kobel,Gregor Kobel,GK
1991-06-19,Andrej,177.0,4883,Kramaric,Andrej Kramaric,F
1999-02-14,Tyler,175.0,1339,Adams,Tyler Adams,M
1996-07-05,Ajdin,180.0,4739,Hrustic,Ajdin Hrustic,F
1997-08-06,Marcus,192.0,4712,Thuram,Marcus Thuram,F
1992-08-10,Jae-sung,180.0,5038,Lee,Jae-sung Lee,F
2002-01-09,Piero,183.0,5195,Hincapie,Piero Hincapie,D
1996-08-05,Daichi,184.0,2095,Kamada,Daichi Kamada,M
1988-08-21,Robert,185.0,4625,Lewandowski,Robert Lewandowski,F
2000-04-02,Josip,187.0,4615,Stanisic,Josip Stanisic,D
1996-06-13,Kingsley,181.0,4622,Coman,Kingsley Coman,F
1989-01-12,Axel,186.0,4674,Witsel,Axel Witsel,M
1999-03-22,Oliver,190.0,5962,Christensen,Oliver Christensen,GK
1995-02-08,Joshua,177.0,4616,Kimmich,Joshua Kimmich,M
1998-05-07,Dani,179.0,4908,Olmo,Dani Olmo,F
2003-06-29,Jude,186.0,4677,Bellingham,Jude Bellingham,M
1992-08-04,Frederik,188.0,4948,Rönnow,Frederik Rönnow,GK
1998-01-21,Borna,187.0,4926,Sosa,Borna Sosa,D
1988-08-24,Maya,189.0,2088,Yoshida,Maya Yoshida,D
1992-06-25,Koen,197.0,4979,Casteels,Koen Casteels,GK
1995-04-19,Carlos,172.0,4560,Gruezo,Carlos Gruezo,M
1999-09-20,Woo-yeong,179.0,4795,Jeong,Woo-yeong Jeong,F
1998-10-05,Exequiel,177.0,4590,Palacios,Exequiel Palacios,M
2000-02-29,Jesper,182.0,4737,Lindström,Jesper Lindström,F
1997-01-27,Ko,188.0,5098,Itakura,Ko Itakura,D
1993-02-09,Niclas,189.0,9963,Fullkrug,Niclas Fullkrug,F
1992-07-14,Jonas,176.0,4713,Hofmann,Jonas Hofmann,F
2000-11-02,Alphonso,185.0,4611,Davies,Alphonso Davies,D
1991-09-03,Thomas,182.0,4673,Delaney,Thomas Delaney,M
2000-12-10,Jeremie,171.0,4586,Frimpong,Jeremie Frimpong,D
1998-10-27,Dayot,186.0,4606,Upamecano,Dayot Upamecano,D
1996-04-15,Edimilson,190.0,5035,Fernandes,Edimilson Fernandes,M
1998-06-16,Ritsu,172.0,9981,Doan,Ritsu Doan,F
1993-03-05,Silvan,183.0,5029,Widmer,Silvan Widmer,D
1994-01-10,Jonas,190.0,4056,Omlin,Jonas Omlin,GK
2003-02-26,Jamal,184.0,4621,Musiala,Jamal Musiala,F
1997-02-06,Djibril,184.0,4732,Sow,Djibril Sow,M
2004-11-20,Youssoufa,179.0,4689,Moukoko,Youssoufa Moukoko,F
1998-08-05,Rubén,179.0,4566,Vargas,Rubén Vargas,F
1996-05-02,Julian,185.0,4682,Brandt,Julian Brandt,F
1996-11-15,Min-Jae,190.0,12502,Kim,Min Jae Kim,D
1995-05-10,Ellyes,185.0,4758,Skhiri,Ellyes Skhiri,M
1997-05-20,Joakim,185.0,8324,Maehle,Joakim Maehle,D
1999-05-12,Hiroki,188.0,4925,Ito,Hiroki Ito,D
1999-12-01,Nico,191.0,4779,Schlotterbeck,Nico Schlotterbeck,D
1992-09-27,Granit,186.0,157,Xhaka,Granit Xhaka,M
2002-11-13,Giovanni,185.0,4681,Reyna,Giovanni Reyna,F
1999-08-12,Matthijs,189.0,8045,De Ligt,Matthijs De Ligt,D
1991-09-12,Thomas,191.0,4669,Meunier,Thomas Meunier,D
1995-07-14,Serge,176.0,4623,Gnabry,Serge Gnabry,F
2000-10-22,Brenden,177.0,1067,Aaronson,Brenden Aaronson,M
2003-04-21,Xavi,179.0,3861,Simons,Xavi Simons,M
1996-09-30,Nico,189.0,4695,Elvedi,Nico Elvedi,D
1992-06-03,Mario,176.0,9918,Götze,Mario Götze,M
1992-11-01,Filip,184.0,4734,Kostic,Filip Kostic,M
1996-05-20,Robert,185.0,4882,Skov,Robert Skov,F
1995-11-06,André,185.0,4912,Silva,André Silva,F
2002-12-31,Joe,184.0,977,Scally,Joe Scally,D
1994-06-15,Vincent,185.0,3315,Janssen,Vincent Janssen,F
1996-03-24,Orbelín,169.0,3387,Pineda,Orbelín Pineda,F
1983-05-06,Dani,172.0,9330,Alves,Dani Alves,RB
1997-12-10,Jorge,175.0,3352,Sánchez,Jorge Sánchez,D
1997-02-24,César,195.0,3299,Montes,César Montes,D
1995-06-15,Erick,181.0,11090,Gutierrez,Erick Gutierrez,CM
1991-03-05,Rogelio,186.0,3314,Funes Mori,Rogelio Funes Mori,CF
1999-01-15,Kevin,178.0,3452,Álvarez,Kevin Álvarez,RB
1988-01-17,Héctor,186.0,3301,Moreno,Héctor Moreno,LCB
1985-07-13,Guillermo,183.0,3343,Ochoa,Guillermo Ochoa,GK
1994-07-17,Ayrton,181.0,3750,Preciado,Ayrton Preciado,F
1997-01-11,Félix,187.0,3734,Torres,Félix Torres,RCB
1991-08-29,Nestor,188.0,1452,Araujo,Nestor Araujo,RCB
1998-09-07,Roberto,176.0,2110,Alvarado,Roberto Alvarado,RW
1988-01-21,Ángel,168.0,3441,Mena,Ángel Mena,RW
1995-06-05,Luis,184.0,2104,Romo,Luis Romo,DM
1992-06-26,Joel,178.0,3316,Campbell,Joel Campbell,F
1994-09-24,Romario,176.0,3460,Ibarra,Romario Ibarra,LW
1987-07-03,Rodolfo,183.0,3420,Cota,Rodolfo Cota,GK
1997-08-21,Uriel,174.0,2108,Antuna,Uriel Antuna,RW
1996-01-15,Luis,178.0,3455,Chávez,Luis Chávez,M
1996-04-07,Michael,187.0,3519,Estrada,Michael Estrada,F
1982-09-18,Alfredo,188.0,3523,Talavera,Alfredo Talavera,GK
1997-11-25,Alexis,173.0,3414,Vega,Alexis Vega,CF
1992-12-28,Lucas,182.0,1267,Cavallini,Lucas Cavallini,CF
1997-01-03,Carlos,171.0,3309,Rodríguez,Carlos Rodríguez,CM
1994-08-15,Jesús,176.0,3303,Gallardo,Jesús Gallardo,LB
1992-11-18,Henry,177.0,3367,Martín,Henry Martín,CF
1992-08-08,Kieffer,196.0,7966,Moore,Kieffer Moore,F
2001-12-11,Armel,190.0,4630,Bella-Kotchap,Armel Bella-Kotchap,D
1996-06-25,Mohamed,181.0,7649,Drager,Mohamed Drager,D
1999-11-22,Matt,175.0,7138,Smith,Matt Smith,M
1997-11-05,Chris,190.0,286,Mepham,Chris Mepham,D
2001-04-13,Neco,183.0,589,Williams,Neco Williams,D
1988-05-27,Denis,178.0,1975,Odoi,Denis Odoi,D
1997-03-22,Harry,173.0,308,Wilson,Harry Wilson,F
1995-01-07,Richie,175.0,1225,Laryea,Richie Laryea,D
1998-02-25,Ismaïla,185.0,428,Sarr,Ismaïla Sarr,F
1994-09-16,Aleksandar,189.0,1991,Mitrovic,Aleksandar Mitrovic,F
2001-05-23,Brennan,179.0,7008,Johnson,Brennan Johnson,M
1987-10-05,Tim,186.0,1971,Ream,Tim Ream,D
1997-08-08,Antonee,183.0,1973,Robinson,Antonee Robinson,D
1996-02-09,Olivier,180.0,7605,Ntcham,Olivier Ntcham,M
2003-01-21,Hannibal,177.0,3263,Mejbri,Hannibal Mejbri,M
2000-02-20,Josh,185.0,5135,Sargent,Josh Sargent,F
2004-03-08,Issahaku,177.0,11843,Fatawu,Issahaku Fatawu,M
1993-02-25,Conor,185.0,231,Coady,Conor Coady,D
1993-11-11,Christian,185.0,8400,Fassnacht,Christian Fassnacht,M
2000-03-06,Iliman,180.0,2144,Ndiaye,Iliman Ndiaye,M
1995-09-23,Connor,175.0,6018,Roberts,Connor Roberts,D
1990-06-05,Junior,174.0,6916,Hoilett,Junior Hoilett,F
1995-06-09,Ethan,195.0,7015,Horvath,Ethan Horvath,GK
1998-12-29,Mark,182.0,7714,Harris,Mark Harris,F
2000-01-07,Antoine,185.0,7192,Semenyo,Antoine Semenyo,F
1994-12-03,Tom,185.0,7654,Lockyer,Tom Lockyer,D
1996-12-30,Mamadou,188.0,8552,Loum,Mamadou Loum,M
1992-07-28,Bailey,184.0,9290,Wright,Bailey Wright,D
1999-01-25,Sorba,185.0,7175,Thomas,Sorba Thomas,F
1994-07-02,Abdul Rahman,179.0,5085,Baba,Abdul Rahman Baba,D
1992-07-17,Adam,185.0,6930,Davies,Adam Davies,GK
2000-11-07,Anass,176.0,13560,Zaroury,Anass Zaroury,LW
1998-11-02,Riley,178.0,6967,McGree,Riley McGree,M
2002-02-15,Kamaldeen,175.0,4020,Sulemana,Kamaldeen Sulemana,F
1995-12-05,Timothy,185.0,1960,Castagne,Timothy Castagne,D
1998-01-04,Krystian,189.0,7419,Bielik,Krystian Bielik,M
2002-04-27,Rubin,189.0,7955,Colwill,Rubin Colwill,M
2002-06-16,Ismael,188.0,5173,Kone,Ismael Kone,M
1998-10-22,Harry,198.0,8257,Souttar,Harry Souttar,D
1992-08-28,Ui-jo,185.0,4280,Hwang,Ui-jo Hwang,F
1997-10-30,Ilias,171.0,6925,Chair,Ilias Chair,M
2000-05-30,Ben,186.0,7399,Cabango,Ben Cabango,D
1996-04-12,Jan,189.0,385,Bednarek,Jan Bednarek,D
2002-06-16,Jeremy,178.0,6596,Sarmiento,Jeremy Sarmiento,F
2000-09-14,Ethan,183.0,1931,Ampadu,Ethan Ampadu,D
1993-06-22,Danny,191.0,201,Ward,Danny Ward,GK
1990-12-26,Aaron,178.0,8062,Ramsey,Aaron Ramsey,M
1997-10-22,Joe,193.0,2083,Rodon,Joe Rodon,D
1998-09-21,Iké,184.0,7575,Ugbo,Iké Ugbo,F
1999-09-27,Liam,181.0,14033,Millar,Liam Millar,F
1994-11-23,Timothy,193.0,6919,Dieng,Timothy Dieng,GK
1990-03-14,Joe,170.0,6935,Allen,Joe Allen,M
1998-03-27,Haji,193.0,12183,Wright,Haji Wright,F
2004-06-15,Jewison,173.0,13563,Bennette,Jewison Bennette,LW
1997-11-10,Daniel,171.0,137,James,Daniel James,F
1998-04-03,Wout,187.0,4112,Faes,Wout Faes,D
1992-07-08,Francisco,180.0,649,Calvo,Francisco Calvo,D
1983-05-06,Dani,172.0,9330,Alves,Dani Alves,RB
1986-09-28,Andres,167.0,1880,Guardado,Andres Guardado,M
1997-02-24,César,195.0,3299,Montes,César Montes,D
1991-03-05,Rogelio,186.0,3314,Funes Mori,Rogelio Funes Mori,CF
1994-07-17,Ayrton,181.0,3750,Preciado,Ayrton Preciado,F
1994-09-24,Romario,176.0,3460,Ibarra,Romario Ibarra,LW
1988-01-21,Ángel,168.0,3441,Mena,Ángel Mena,RW
1997-12-10,Jorge,175.0,3352,Sánchez,Jorge Sánchez,D
1996-01-15,Luis,178.0,3455,Chávez,Luis Chávez,M
1997-08-21,Uriel,174.0,2108,Antuna,Uriel Antuna,RW
1991-08-29,Nestor,188.0,1452,Araujo,Nestor Araujo,RCB
1986-08-19,Sebastian,181.0,13925,Sosa,Sebastian Sosa,GK
1999-01-15,Kevin,178.0,3452,Álvarez,Kevin Álvarez,RB
1985-07-13,Guillermo,183.0,3343,Ochoa,Guillermo Ochoa,GK
1988-01-17,Héctor,186.0,3301,Moreno,Héctor Moreno,LCB
1994-06-15,Vincent,185.0,3315,Janssen,Vincent Janssen,F
1997-01-03,Carlos,171.0,3309,Rodríguez,Carlos Rodríguez,CM
1996-04-07,Michael,187.0,3519,Estrada,Michael Estrada,F
1997-01-11,Félix,187.0,3734,Torres,Félix Torres,RCB
1994-08-15,Jesús,176.0,3303,Gallardo,Jesús Gallardo,LB
1997-11-25,Alexis,173.0,3414,Vega,Alexis Vega,CF
1992-06-26,Joel,178.0,3316,Campbell,Joel Campbell,F
1982-09-18,Alfredo,188.0,3523,Talavera,Alfredo Talavera,GK
1992-11-18,Henry,177.0,3367,Martín,Henry Martín,CF
1992-12-28,Lucas,182.0,1267,Cavallini,Lucas Cavallini,CF
1995-06-15,Erick,181.0,11090,Gutierrez,Erick Gutierrez,CM
1995-06-05,Luis,184.0,2104,Romo,Luis Romo,DM
1987-07-03,Rodolfo,183.0,3420,Cota,Rodolfo Cota,GK
1998-09-07,Roberto,176.0,2110,Alvarado,Roberto Alvarado,RW
1992-06-26,Joel,178.0,3316,Campbell,Joel Campbell,F
1996-03-24,Orbelín,169.0,3387,Pineda,Orbelín Pineda,F
1996-01-15,Luis,178.0,3455,Chávez,Luis Chávez,M
1985-07-13,Guillermo,183.0,3343,Ochoa,Guillermo Ochoa,GK
1997-08-21,Uriel,174.0,2108,Antuna,Uriel Antuna,RW
1997-01-11,Félix,187.0,3734,Torres,Félix Torres,RCB
1987-07-03,Rodolfo,183.0,3420,Cota,Rodolfo Cota,GK
1997-02-24,César,195.0,3299,Montes,César Montes,D
1995-06-05,Luis,184.0,2104,Romo,Luis Romo,DM
1997-12-10,Jorge,175.0,3352,Sánchez,Jorge Sánchez,D
1997-11-25,Alexis,173.0,3414,Vega,Alexis Vega,CF
1994-09-24,Romario,176.0,3460,Ibarra,Romario Ibarra,LW
1992-11-18,Henry,177.0,3367,Martín,Henry Martín,CF
1991-08-29,Nestor,188.0,1452,Araujo,Nestor Araujo,RCB
1996-04-07,Michael,187.0,3519,Estrada,Michael Estrada,F
1999-01-15,Kevin,178.0,3452,Álvarez,Kevin Álvarez,RB
1998-09-07,Roberto,176.0,2110,Alvarado,Roberto Alvarado,RW
1994-06-15,Vincent,185.0,3315,Janssen,Vincent Janssen,F
1997-01-03,Carlos,171.0,3309,Rodríguez,Carlos Rodríguez,CM
1994-07-17,Ayrton,181.0,3750,Preciado,Ayrton Preciado,F
1994-08-15,Jesús,176.0,3303,Gallardo,Jesús Gallardo,LB
1995-06-15,Erick,181.0,11090,Gutierrez,Erick Gutierrez,CM
1991-03-05,Rogelio,186.0,3314,Funes Mori,Rogelio Funes Mori,CF
1988-01-21,Ángel,168.0,3441,Mena,Ángel Mena,RW
1988-01-17,Héctor,186.0,3301,Moreno,Héctor Moreno,LCB
1982-09-18,Alfredo,188.0,3523,Talavera,Alfredo Talavera,GK
1987-07-03,Rodolfo,183.0,3420,Cota,Rodolfo Cota,GK
1982-09-18,Alfredo,188.0,3523,Talavera,Alfredo Talavera,GK
1985-07-13,Guillermo,183.0,3343,Ochoa,Guillermo Ochoa,GK
1997-02-24,César,195.0,3299,Montes,César Montes,D
1997-01-11,Félix,187.0,3734,Torres,Félix Torres,RCB
1991-03-05,Rogelio,186.0,3314,Funes Mori,Rogelio Funes Mori,CF
1996-04-07,Michael,187.0,3519,Estrada,Michael Estrada,F
1997-01-03,Carlos,171.0,3309,Rodríguez,Carlos Rodríguez,CM
1994-06-15,Vincent,185.0,3315,Janssen,Vincent Janssen,F
1994-08-15,Jesús,176.0,3303,Gallardo,Jesús Gallardo,LB
1995-06-05,Luis,184.0,2104,Romo,Luis Romo,DM
1988-01-17,Héctor,186.0,3301,Moreno,Héctor Moreno,LCB
1991-08-29,Nestor,188.0,1452,Araujo,Nestor Araujo,RCB
1988-01-21,Ángel,168.0,3441,Mena,Ángel Mena,RW
1992-11-18,Henry,177.0,3367,Martín,Henry Martín,CF
1997-12-10,Jorge,175.0,3352,Sánchez,Jorge Sánchez,D
1999-01-15,Kevin,178.0,3452,Álvarez,Kevin Álvarez,RB
1996-01-15,Luis,178.0,3455,Chávez,Luis Chávez,M
1997-08-21,Uriel,174.0,2108,Antuna,Uriel Antuna,RW
1992-06-26,Joel,178.0,3316,Campbell,Joel Campbell,F
1994-09-24,Romario,176.0,3460,Ibarra,Romario Ibarra,LW
1997-11-25,Alexis,173.0,3414,Vega,Alexis Vega,CF
1998-09-07,Roberto,176.0,2110,Alvarado,Roberto Alvarado,RW
1995-01-16,Sam,176.0,12315,Adekugbe,Sam Adekugbe,D
1992-12-28,Lucas,182.0,1267,Cavallini,Lucas Cavallini,CF
1996-01-24,Joel,188.0,888,Waterman,Joel Waterman,D
1997-06-23,Nouhou,178.0,1168,Tolo,Nouhou Tolo,D
1993-07-09,DeAndre,173.0,328,Yedlin,DeAndre Yedlin,D
2002-06-16,Ismael,188.0,5173,Kone,Ismael Kone,M
1995-04-19,Carlos,172.0,4560,Gruezo,Carlos Gruezo,M
1994-06-24,Matt,191.0,940,Turner,Matt Turner,GK
1997-05-09,Dayne,191.0,861,St Clair,Dayne St Clair,GK
1990-02-18,Bryan,172.0,13371,Oviedo,Bryan Oviedo,LB
2001-04-26,Thiago,171.0,7757,Almada,Thiago Almada,M
1990-06-05,Junior,174.0,6916,Hoilett,Junior Hoilett,F
2000-04-13,Facundo,177.0,7469,Torres,Facundo Torres,F
1997-01-23,Karol,184.0,7535,Swiderski,Karol Swiderski,F
1994-12-02,Mark-Anthony,185.0,1289,Kaye,Mark-Anthony Kaye,M
2000-12-24,Jesús,175.0,802,Ferreira,Jesús Ferreira,F
1994-10-26,Jordan,181.0,1184,Morris,Jordan Morris,F
1999-02-08,Tajon,183.0,963,Buchanan,Tajon Buchanan,F
1989-07-16,Gareth,186.0,1698,Bale,Gareth Bale,F
1996-11-02,Shaquell,180.0,1340,Moore,Shaq Moore,RB
1999-03-12,José,178.0,1287,Cifuentes,José Cifuentes,M
1997-02-21,James,191.0,2368,Pantemis,James Pantemis,GK
1992-10-12,Aaron,186.0,997,Long,Aaron Long,D
1995-01-07,Richie,175.0,1225,Laryea,Richie Laryea,D
1997-05-16,Kamal,183.0,1025,Miller,Kamal Miller,D
1993-05-19,Walker,190.0,916,Zimmerman,Walker Zimmerman,D
1998-02-13,Liam,185.0,1226,Fraser,Liam Fraser,M
1997-04-26,Jhegson,170.0,1034,Méndez,Jhegson Méndez,M
1995-06-03,Cristian,173.0,1174,Roldán,Cristian Roldán,M
1998-10-08,Alistair,180.0,926,Johnston,Alistair Johnston,D
1994-11-12,Samuel,171.0,898,Piette,Samuel Piette,M
1997-08-15,Olivier,178.0,1058,Mbaizo,Olivier Mbaizo,D
1999-07-12,Diego,169.0,1279,Palacios,Diego Palacios,D
1990-04-19,Hector,180.0,1384,Herrera,Hector Herrera,M
1995-07-24,Kellyn,177.0,687,Acosta,Kellyn Acosta,M
1987-04-07,Martín,180.0,13462,Cáceres,Martín Cáceres,RCB
1994-07-09,Ronald,175.0,975,Matarrita,Ronald Matarrita,D
1989-05-31,Sean,190.0,968,Johnson,Sean Johnson,GK
1994-09-28,Xavier,184.0,1166,Arreaga,Xavier Arreaga,D
1992-08-07,Wout,197.0,5009,Weghorst,Wout Weghorst,F
1991-11-03,Renato,170.0,5006,Steffen,Renato Steffen,F
1988-03-06,Simon,193.0,9071,Mignolet,Simon Mignolet,GK
1992-04-15,Remo,180.0,8328,Freuler,Remo Freuler,M
1985-02-05,Cristiano,187.0,6020,Ronaldo,Cristiano Ronaldo,F
1991-03-29,Marten,185.0,8327,De Roon,Marten De Roon,M
1995-02-13,Georges-Kevin,172.0,8631,N'Koudou,Georges-Kevin N'Koudou,F
1997-05-20,Joakim,185.0,8324,Maehle,Joakim Maehle,D
1989-07-05,Dejan,188.0,40,Lovren,Dejan Lovren,D
2000-01-27,Aurélien,188.0,3888,Tchouaméni,Aurélien Tchouaméni,M
1987-02-14,Edinson,184.0,2077,Cavani,Edinson Cavani,CF
1988-02-15,Papu,167.0,8420,Gómez,Papu Gómez,M
1989-09-26,Idrissa,174.0,3858,Gueye,Idrissa Gueye,M
1995-02-09,Mario,188.0,8330,Pasalic,Mario Pasalic,M
1998-05-07,Dani,179.0,4908,Olmo,Dani Olmo,F
2001-12-11,Armel,190.0,4630,Bella-Kotchap,Armel Bella-Kotchap,D
1997-10-20,Daizen,173.0,13802,Maeda,Daizen Maeda,F
1993-03-29,Thorgan,175.0,4684,Hazard,Thorgan Hazard,F
1997-06-25,Rodrigo,187.0,7584,Bentancur,Rodrigo Bentancur,M
1995-02-09,Otavio,172.0,8555,da Silva,Otavio,M
1996-05-04,Abdou,187.0,3848,Diallo,Abdou Diallo,D
1998-02-28,Teun,183.0,8326,Koopmeiners,Teun Koopmeiners,M
1993-03-16,Andreas,193.0,12022,Cornelius,Andreas Cornelius,F
1989-05-31,Daniel,178.0,1823,Wass,Daniel Wass,D
1995-01-01,Sardar,186.0,7441,Azmoun,Sardar Azmoun,F
2000-08-02,Mohammed,177.0,8031,Kudus,Mohammed Kudus,M
1998-04-02,Philipp,190.0,8089,Kohn,Philipp Kohn,GK
1993-10-02,Michy,185.0,112,Batshuayi,Michy Batshuayi,F
1991-09-03,Thomas,182.0,4673,Delaney,Thomas Delaney,M
1992-02-14,Christian,182.0,7443,Eriksen,Christian Eriksen,M
1996-08-05,Daichi,184.0,2095,Kamada,Daichi Kamada,M
1996-08-21,Sofyan,185.0,12586,Amrabat,Sofyan Amrabat,M
1990-09-19,Kieran,173.0,1377,Trippier,Kieran Trippier,D
1993-11-15,Paulo,177.0,8058,Dybala,Paulo Dybala,F
1990-06-17,Jordan,187.0,47,Henderson,Jordan Henderson,M
2002-09-08,Luka,185.0,8107,Sucic,Luka Sucic,M
1986-06-16,Fernando,190.0,11961,Muslera,Fernando Muslera,GK
1997-10-06,Theo,184.0,8583,Hernandez,Theo Hernandez,D
1995-07-30,Hirving,175.0,2111,Lozano,Hirving Lozano,F
2001-03-24,William,192.0,1895,Saliba,William Saliba,D
1997-05-12,Frenkie,181.0,1522,de Jong,Frenkie de Jong,M
1992-08-24,Hans,195.0,9091,Vanaken,Hans Vanaken,M
1998-04-22,David,180.0,4868,Raum,David Raum,D
1997-08-06,Marcus,192.0,4712,Thuram,Marcus Thuram,F
1993-07-28,Harry,188.0,1,Kane,Harry Kane,CF
2001-06-18,Gabriel,178.0,162,Martinelli,Gabriel Martinelli,F
1997-12-09,Alexander,183.0,11854,Bah,Alexander Bah,D
1991-01-26,Alex,181.0,8050,Sandro,Alex Sandro,D
1995-07-09,Joao,190.0,8077,Palhinha,Joao Palhinha,M
1992-02-05,Neymar,175.0,3865,da Silva Santos Junior,Neymar,F
1998-01-22,Justin,188.0,11099,Bijlow,Justin Bijlow,GK
1987-05-06,Dries,169.0,11994,Mertens,Dries Mertens,F
1999-05-25,Ibrahima,194.0,5097,Konaté,Ibrahima Konaté,D
1996-11-20,Denis,190.0,4703,Zakaria,Denis Zakaria,M
1992-06-25,Koen,197.0,4979,Casteels,Koen Casteels,GK
1992-05-20,Gerónimo,189.0,1706,Rulli,Geronimo Rulli,GK
1995-11-06,André,185.0,4912,Silva,André Silva,F
1991-10-28,Marcos,172.0,9178,Acuña,Marcos Acuña,D
1993-09-04,Yannick,181.0,1387,Carrasco,Yannick Carrasco,F
1988-07-16,Sergio,189.0,1519,Busquets,Sergio Busquets,M
2002-11-29,Yunus,178.0,13121,Musah,Yunus Musah,M
1996-11-15,Min-Jae,190.0,12502,Kim,Min Jae Kim,D
2001-04-13,Neco,183.0,589,Williams,Neco Williams,D
1997-01-06,Michel,183.0,8416,Aebischer,Michel Aebischer,M
1989-04-29,Domagoj,184.0,9106,Vida,Domagoj Vida,D
1997-10-08,Ben,186.0,1916,White,Ben White,D
2002-01-23,Josko,185.0,4892,Gvardiol,Josko Gvardiol,D
1993-03-05,Frederico,169.0,132,Rodrigues de Paula Santos,Fred,M
1998-01-12,Juan,187.0,68,Foyth,Juan Foyth,D
1990-04-18,Wojciech,196.0,8042,Szczesny,Wojciech Szczesny,GK
1983-11-08,Remko,187.0,8020,Pasveer,Remko Pasveer,GK
1998-08-28,Weston,185.0,1334,McKennie,Weston McKennie,M
1994-07-09,Nicolas,181.0,8402,Ngamaleu,Nicolas Ngamaleu,F
1991-08-24,Matias,187.0,8133,Vecino,Matias Vecino,M
1998-11-05,Takehiro,188.0,2087,Tomiyasu,Takehiro Tomiyasu,D
1995-04-12,Przemyslaw,175.0,668,Frankowski,Przemyslaw Frankowski,F
1988-08-21,Robert,185.0,4625,Lewandowski,Robert Lewandowski,F
2002-05-27,Jeremy,173.0,4021,Doku,Jeremy Doku,F
1997-06-01,Youssef,192.0,1810,En-Nesyri,Youssef En-Nesyri,F
2000-01-14,Jonathan,175.0,3965,David,Jonathan David,F
1995-07-12,Luke,178.0,123,Shaw,Luke Shaw,D
1995-04-03,Adrien,188.0,8054,Rabiot,Adrien Rabiot,M
